#gene	geneID	pk
RP11-114F10.2	ENSG00000257890.1	397039
NUAK1	ENSG00000074590.13	191047
RP11-114F10.3	ENSG00000257438.1	689802
RP11-185N2.1	ENSG00000257611.1	858633
CKAP4	ENSG00000136026.13	481390
RP11-651L5.2	ENSG00000258355.1	34098
RP11-651L5.3	ENSG00000277715.1	683709
RNU7-94P	ENSG00000238609.1	515472
TCP11L2	ENSG00000166046.10	57889
POLR3B	ENSG00000013503.9	748744
RP11-144F15.1	ENSG00000257545.4	443111
RFX4	ENSG00000111783.12	885271
RP11-482D24.2	ENSG00000257711.1	582294
RP11-482D24.3	ENSG00000257918.1	591268
RIC8B	ENSG00000111785.18	320673
EEF1B2P4	ENSG00000257119.1	339068
RPL30P12	ENSG00000240631.1	881691
RP11-412D9.4	ENSG00000260329.1	574129
TMEM263	ENSG00000151135.9	801501
MTERF2	ENSG00000120832.9	193846
CRY1	ENSG00000008405.11	594266
RP11-797M17.1	ENSG00000257548.1	975656
SETP7	ENSG00000257444.1	556648
BTBD11	ENSG00000151136.14	940545
SNORD74	ENSG00000200897.1	643458
RNA5SP371	ENSG00000222302.1	59579
RP11-128P10.1	ENSG00000257579.1	292414
Y_RNA	ENSG00000222160.1	663590
PWP1	ENSG00000136045.11	584998
RP11-864J10.2	ENSG00000240441.1	389349
PRDM4	ENSG00000110851.11	225556
RP11-864J10.4	ENSG00000258136.1	84937
ASCL4	ENSG00000187855.5	52434
AC126177.1	ENSG00000263632.1	6555
RP11-554D14.7	ENSG00000257141.1	245240
RP11-554D14.8	ENSG00000274395.1	723824
RP11-554D14.6	ENSG00000257398.6	772081
RP11-554D14.4	ENSG00000257951.1	870350
RP11-554D14.5	ENSG00000257392.1	195457
RP11-554D14.3	ENSG00000257426.1	609378
RP11-554D14.2	ENSG00000258072.1	642852
RP11-554D14.1	ENSG00000257129.1	289297
WSCD2	ENSG00000075035.9	605347
AC009729.1	ENSG00000276750.1	789684
RP11-1K3.1	ENSG00000257281.1	967129
CMKLR1	ENSG00000174600.13	329922
AC063957.1	ENSG00000280860.1	905307
LINC01498	ENSG00000247213.6	830916
FICD	ENSG00000198855.6	239619
SART3	ENSG00000075856.11	865101
ISCU	ENSG00000136003.15	42150
TMEM119	ENSG00000183160.8	368830
SELPLG	ENSG00000110876.9	444901
RP11-689B22.2	ENSG00000257221.1	819034
CORO1C	ENSG00000110880.10	463320
RNU7-169P	ENSG00000238457.1	752222
Y_RNA	ENSG00000200060.1	523213
SNORA40	ENSG00000273499.1	852431
SSH1	ENSG00000084112.14	507207
RP11-423G4.8	ENSG00000280110.1	525893
RP11-423G4.10	ENSG00000274598.1	753798
MIR619	ENSG00000207622.1	278566
DAO	ENSG00000110887.7	263956
SVOP	ENSG00000166111.9	318802
RNU6-361P	ENSG00000201324.1	494890
AC190387.2	ENSG00000238424.1	928817
AC190387.1	ENSG00000279630.1	605729
USP30	ENSG00000135093.12	650172
USP30-AS1	ENSG00000256262.1	461977
RNA5SP372	ENSG00000212138.1	812698
ALKBH2	ENSG00000189046.10	200300
UNG	ENSG00000076248.10	34381
RP11-968O1.5	ENSG00000256139.2	1632
ACACB	ENSG00000076555.15	353394
FOXN4	ENSG00000139445.17	125102
MYO1H	ENSG00000174527.9	756628
LINC01486	ENSG00000256560.1	862482
RP11-256L11.3	ENSG00000255655.1	244879
KCTD10	ENSG00000110906.12	863115
UBE3B	ENSG00000151148.13	417009
MMAB	ENSG00000139428.11	808757
RNU4-32P	ENSG00000200274.1	458254
MVK	ENSG00000110921.11	372027
RN7SKP250	ENSG00000200794.1	345608
FAM222A	ENSG00000139438.5	331274
FAM222A-AS1	ENSG00000255650.5	166289
TRPV4	ENSG00000111199.10	481458
MIR4497	ENSG00000263510.1	195776
GLTP	ENSG00000139433.9	168032
RP1-7G5.5	ENSG00000256351.1	100295
RN7SL441P	ENSG00000241413.3	925955
RP1-7G5.6	ENSG00000249094.2	212299
TCHP	ENSG00000139437.17	983486
GIT2	ENSG00000139436.20	49991
RP11-837J7.4	ENSG00000277299.1	751586
RP11-837J7.3	ENSG00000280426.1	510793
ANKRD13A	ENSG00000076513.16	458711
C12orf76	ENSG00000174456.13	721140
RP11-946P6.6	ENSG00000277595.1	722624
RP11-946P6.4	ENSG00000279360.1	302491
IFT81	ENSG00000122970.15	571521
ATP2A2	ENSG00000174437.16	200695
RN7SL769P	ENSG00000276956.1	797381
AC006088.1	ENSG00000281030.1	175330
ANAPC7	ENSG00000196510.12	157010
RP11-478C19.2	ENSG00000258210.1	120632
HMGA1P3	ENSG00000258011.2	475768
ARPC3	ENSG00000111229.15	966139
GPN3	ENSG00000111231.8	448538
RPL31P49	ENSG00000241680.1	354999
FAM216A	ENSG00000204856.11	413040
VPS29	ENSG00000111237.18	423866
SNORD50	ENSG00000202335.1	935516
RP3-424M6.4	ENSG00000278993.1	527527
RAD9B	ENSG00000151164.18	940300
PPTC7	ENSG00000196850.5	561042
TCTN1	ENSG00000204852.15	429741
RN7SL387P	ENSG00000263537.2	847706
HVCN1	ENSG00000122986.13	434811
AC144522.1	ENSG00000221246.1	177822
PPP1CC	ENSG00000186298.11	626176
RP11-481J8.3	ENSG00000279925.1	268504
RP1-74B13.2	ENSG00000257268.1	405657
RPL29P25	ENSG00000241286.2	645800
CCDC63	ENSG00000173093.12	168944
MYL2	ENSG00000111245.14	264468
LINC01405	ENSG00000185847.7	232322
RP1-46F2.3	ENSG00000258240.5	88857
CUX2	ENSG00000111249.13	2022
AC002978.1	ENSG00000221259.1	766097
AC002979.1	ENSG00000221386.1	53848
MIR6760	ENSG00000273700.1	6643
RNA5SP373	ENSG00000253080.1	981127
FAM109A	ENSG00000198324.13	640543
RP3-473L9.4	ENSG00000257595.2	138038
HSPA8P14	ENSG00000257539.2	234259
SH2B3	ENSG00000111252.10	645549
ATXN2	ENSG00000204842.14	705471
AC002395.1	ENSG00000266269.1	683813
U7	ENSG00000272215.1	651067
RP11-686G8.1	ENSG00000238168.5	409260
AC137055.1	ENSG00000281280.1	871873
RP11-686G8.2	ENSG00000258099.1	907831
BRAP	ENSG00000089234.15	416593
RP11-686G8.5	ENSG00000273903.1	977547
PCNPP1	ENSG00000258359.1	235152
ACAD10	ENSG00000111271.14	199664
RP11-162P23.2	ENSG00000257767.2	929185
ALDH2	ENSG00000111275.12	476548
MIR6761	ENSG00000274697.1	929566
MAPKAPK5-AS1	ENSG00000234608.7	661041
MAPKAPK5	ENSG00000089022.13	731696
RPS2P41	ENSG00000244060.2	963640
ADAM1A	ENSG00000229186.4	222317
ADAM1B	ENSG00000226469.1	192011
TMEM116	ENSG00000198270.12	802549
SLC25A3P2	ENSG00000258373.1	109527
RP1-128M12.3	ENSG00000257624.1	869619
ERP29	ENSG00000089248.6	363706
RP1-267L14.6	ENSG00000274227.1	356126
NAA25	ENSG00000111300.9	98191
MIR3657	ENSG00000266370.1	495770
RP1-267L14.3	ENSG00000258323.1	906446
Y_RNA	ENSG00000200688.1	300059
TRAFD1	ENSG00000135148.11	571270
Y_RNA	ENSG00000200135.1	310503
HECTD4	ENSG00000173064.10	579073
MIR6861	ENSG00000273826.1	747377
RP3-521E19.2	ENSG00000257494.1	526454
RN7SKP71	ENSG00000201428.1	542661
RPL7AP60	ENSG00000213152.5	850496
RP3-521E19.3	ENSG00000257658.1	926066
RPL6	ENSG00000089009.15	888708
PTPN11	ENSG00000179295.16	251423
RPH3A	ENSG00000089169.14	392629
OAS1	ENSG00000089127.12	223869
RP1-71H24.1	ENSG00000257452.1	866021
OAS3	ENSG00000111331.12	799216
OAS2	ENSG00000111335.12	295211
IMMP1LP2	ENSG00000258159.1	319737
RPS15AP32	ENSG00000242461.1	379007
DTX1	ENSG00000135144.7	636847
RASAL1	ENSG00000111344.11	487103
CFAP73	ENSG00000186710.11	407225
Y_RNA	ENSG00000199899.2	624764
DDX54	ENSG00000123064.12	87790
MIR7106	ENSG00000276908.1	942176
Y_RNA	ENSG00000201208.1	800931
RITA1	ENSG00000139405.15	698621
RP11-545P7.4	ENSG00000257286.1	408315
IQCD	ENSG00000166578.9	489512
TPCN1	ENSG00000186815.12	835343
RP11-545P7.9	ENSG00000277566.1	532676
MIR6762	ENSG00000274822.1	927887
SLC8B1	ENSG00000089060.11	776618
PLBD2	ENSG00000151176.7	975817
SDS	ENSG00000135094.10	57538
SDSL	ENSG00000139410.14	947588
LHX5	ENSG00000089116.3	577370
LHX5-AS1	ENSG00000257935.2	417587
LINC01234	ENSG00000249550.6	168873
DYNLL1P4	ENSG00000257231.1	994856
RBM19	ENSG00000122965.10	677830
RP11-780K2.1	ENSG00000257359.1	544254
RP11-100F15.1	ENSG00000257603.1	900622
RP11-100F15.2	ENSG00000257997.5	438966
HAUS8P1	ENSG00000257300.1	385684
GLULP5	ENSG00000257915.1	34666
RP11-139B1.1	ENSG00000257476.1	646545
AC009260.1	ENSG00000280861.1	659469
TBX5	ENSG00000089225.19	698295
TBX5-AS1	ENSG00000255399.3	390023
RN7SKP216	ENSG00000222982.1	624962
RP11-385N17.3	ENSG00000255830.2	635269
AC069240.1	ENSG00000265632.1	535460
OSTF1P1	ENSG00000258244.1	473947
RP11-162N7.1	ENSG00000258254.1	224728
Y_RNA	ENSG00000199220.1	15979
TBX3	ENSG00000135111.14	772852
RP4-601P9.2	ENSG00000257817.1	4157
SNORA27	ENSG00000252459.1	435382
RP4-601P9.1	ENSG00000257517.1	757934
RP11-411G2.1	ENSG00000274879.1	126224
RP11-25E2.1	ENSG00000257958.1	106777
RP11-116D17.2	ENSG00000257519.1	818877
RP11-116D17.3	ENSG00000271579.1	763552
RP11-116D17.4	ENSG00000276308.1	76439
RP11-116D17.5	ENSG00000276972.1	964304
RP11-116D17.1	ENSG00000257726.1	766989
RP11-1028N23.3	ENSG00000258108.1	865677
RP11-1028N23.2	ENSG00000258280.1	151782
RP11-1028N23.4	ENSG00000257407.1	805050
UBA52P7	ENSG00000241656.1	572578
RN7SL865P	ENSG00000240205.3	797842
RP11-110L15.1	ENSG00000257781.1	11837
RP11-110L15.2	ENSG00000257683.1	762951
SNORD56	ENSG00000200112.1	925315
MED13L	ENSG00000123066.7	395448
RP11-493P1.2	ENSG00000258034.1	243849
RNU6-1188P	ENSG00000200665.1	11196
MIR620	ENSG00000207967.1	814965
SNRPGP18	ENSG00000257979.1	568329
RP11-115H15.2	ENSG00000258337.1	250651
AC060226.1	ENSG00000263768.1	719231
RP11-148B3.2	ENSG00000258346.1	940219
MIR4472-2	ENSG00000264037.1	882076
RP11-148B3.1	ENSG00000258018.1	48079
LINC00173	ENSG00000196668.3	345718
MAP1LC3B2	ENSG00000258102.3	245010
RP11-497G19.7	ENSG00000275898.1	231899
RP11-497G19.3	ENSG00000258249.1	874425
RP11-497G19.1	ENSG00000257883.1	318109
RP11-497G19.2	ENSG00000257654.1	36926
C12orf49	ENSG00000111412.5	813224
RNFT2	ENSG00000135119.14	669325
RP11-407P2.1	ENSG00000239374.1	822211
RNU6-558P	ENSG00000201382.1	632691
RP11-240G22.4	ENSG00000275467.1	114416
HRK	ENSG00000135116.9	178082
RP11-240G22.1	ENSG00000240100.1	772642
FBXW8	ENSG00000174989.12	914130
RP11-240G22.5	ENSG00000274554.1	630613
RP11-231I16.1	ENSG00000257279.1	567539
RP11-103B5.4	ENSG00000277840.1	992285
TESC	ENSG00000088992.17	738563
TESC-AS1	ENSG00000258285.1	110190
FBXO21	ENSG00000135108.14	819944
NOS1	ENSG00000089250.18	246174
TCEB1P32	ENSG00000257465.2	91020
AC068799.1	ENSG00000281291.1	728930
RP11-227B21.2	ENSG00000255686.1	670941
KSR2	ENSG00000171435.13	680213
AC079127.1	ENSG00000281843.1	398072
RP11-465L8.1	ENSG00000256071.1	466444
RFC5	ENSG00000111445.13	979108
RP11-33N14.3	ENSG00000277873.1	20503
WSB2	ENSG00000176871.8	514650
RP11-33N14.5	ENSG00000276292.1	969629
VSIG10	ENSG00000176834.13	569677
RP11-136L23.2	ENSG00000274859.1	577169
PEBP1	ENSG00000089220.4	484263
TAOK3	ENSG00000135090.13	158589
AC026366.1	ENSG00000221280.2	894757
RPS2P5	ENSG00000240342.3	811502
AC026367.1	ENSG00000278227.1	271370
RP11-131L12.2	ENSG00000270482.1	399398
SUDS3	ENSG00000111707.11	302923
RP11-131L12.3	ENSG00000275759.1	810780
RP11-131L12.4	ENSG00000275409.1	445754
RP11-121J20.1	ENSG00000255714.1	238263
RPL17P37	ENSG00000241590.1	250586
RP11-3L23.2	ENSG00000256750.1	953273
RP11-357K6.1	ENSG00000255618.1	234945
RP11-357K6.2	ENSG00000255814.1	504717
RNA5SP374	ENSG00000199809.1	236426
RP11-357K6.3	ENSG00000256149.1	760749
SNORA38	ENSG00000201042.1	428405
SRRM4	ENSG00000139767.8	325268
RN7SL508P	ENSG00000244112.3	380535
RP11-364C11.3	ENSG00000256031.1	880913
RP11-364C11.2	ENSG00000257095.1	647869
RP11-64B16.3	ENSG00000256884.1	817225
HSPB8	ENSG00000152137.6	459894
RP11-64B16.4	ENSG00000256609.1	535984
RP11-64B16.2	ENSG00000213144.2	12922
RP11-64B16.5	ENSG00000256311.1	799741
LINC00934	ENSG00000281196.1	82322
CCDC60	ENSG00000183273.6	541435
RP11-768F21.1	ENSG00000248636.6	238119
AC002070.1	ENSG00000222647.1	47719
TMEM233	ENSG00000224982.3	536358
RN7SKP197	ENSG00000252886.1	140747
PRKAB1	ENSG00000111725.10	577269
CIT	ENSG00000122966.13	308067
RP1-127H14.3	ENSG00000255692.1	200840
MIR1178	ENSG00000221323.1	807347
AC004813.1	ENSG00000279777.1	972650
RPL35AP30	ENSG00000226729.3	392439
CCDC64	ENSG00000135127.11	154051
Metazoa_SRP	ENSG00000278250.1	767411
RP1-267D11.1	ENSG00000255575.1	266031
RAB35	ENSG00000111737.11	108098
RP1-267D11.6	ENSG00000277283.1	111966
GCN1	ENSG00000089154.10	740517
MIR4498	ENSG00000266704.1	576256
AC004812.1	ENSG00000263913.1	867800
RPLP0	ENSG00000089157.15	413227
PXN-AS1	ENSG00000255857.5	346291
PXN	ENSG00000089159.15	784512
RP1-278C19.8	ENSG00000275936.1	504881
RPS20P31	ENSG00000240925.1	752064
NME2P1	ENSG00000123009.4	215421
RNU4-2	ENSG00000202538.1	680709
RNU4-1	ENSG00000200795.1	260560
SIRT4	ENSG00000089163.4	835190
RNU6-1088P	ENSG00000252659.1	42075
PLA2G1B	ENSG00000170890.13	791662
MSI1	ENSG00000135097.6	887342
RPS27P25	ENSG00000239881.1	163091
RP1-166H1.2	ENSG00000256695.1	490140
COX6A1	ENSG00000111775.2	654241
AL021546.6	ENSG00000111780.8	860673
TRIAP1	ENSG00000170855.3	374759
GATC	ENSG00000257218.5	73431
RPL31P52	ENSG00000219355.2	893644
SRSF9	ENSG00000111786.8	172051
DYNLL1	ENSG00000088986.10	166579
NRAV	ENSG00000248008.2	290750
RP11-18C24.8	ENSG00000278344.1	616850
COQ5	ENSG00000110871.14	935955
Y_RNA	ENSG00000222601.1	104257
RPL29P24	ENSG00000241030.1	160658
RNF10	ENSG00000022840.15	819409
POP5	ENSG00000167272.10	453909
RPL11P5	ENSG00000242137.1	298176
RP11-728G15.1	ENSG00000256008.2	265477
CABP1	ENSG00000157782.9	941057
MLEC	ENSG00000110917.7	143582
RP11-173P15.3	ENSG00000256364.1	452489
RP11-173P15.9	ENSG00000277423.1	276930
RP11-173P15.10	ENSG00000276188.1	738649
UNC119B	ENSG00000175970.8	1497
RP11-173P15.5	ENSG00000256569.1	298782
MIR4700	ENSG00000265455.1	733812
ACADS	ENSG00000122971.8	781730
RP11-173P15.7	ENSG00000255946.1	276937
SPPL3	ENSG00000157837.15	717309
ARF1P2	ENSG00000213137.3	692082
CLIC1P1	ENSG00000231313.2	446038
RPL12P33	ENSG00000244585.1	230254
HNF1A-AS1	ENSG00000241388.4	325109
HNF1A	ENSG00000135100.17	62697
C12orf43	ENSG00000157895.11	405236
OASL	ENSG00000135114.12	251046
RP11-216P16.4	ENSG00000256963.1	206
RP11-216P16.5	ENSG00000279001.1	155844
SNORA70	ENSG00000201945.1	208564
RP11-216P16.6	ENSG00000223538.2	337331
P2RX7	ENSG00000089041.16	501075
Z98941.1	ENSG00000257053.1	141985
RP11-340F14.6	ENSG00000274029.1	310627
P2RX4	ENSG00000135124.14	121132
CAMKK2	ENSG00000110931.18	100964
ANAPC5	ENSG00000089053.12	2701
RP11-711D18.2	ENSG00000258435.1	264437
RNF34	ENSG00000170633.16	150002
KDM2B	ENSG00000089094.16	242632
MIR7107	ENSG00000277819.1	560270
RP13-941N14.1	ENSG00000256742.1	461955
RNU6-1004P	ENSG00000252393.1	652261
ORAI1	ENSG00000276045.1	977630
MORN3	ENSG00000139714.12	415251
TMEM120B	ENSG00000188735.12	19073
RHOF	ENSG00000139725.7	580006
LINC01089	ENSG00000212694.8	772606
RP11-347I19.8	ENSG00000272849.1	872410
RP11-347I19.7	ENSG00000274292.1	867725
SETD1B	ENSG00000139718.10	2503
HPD	ENSG00000158104.11	333019
RP11-7M8.2	ENSG00000256811.1	846350
RP11-87C12.6	ENSG00000278084.1	733642
PSMD9	ENSG00000110801.13	537445
RP11-87C12.2	ENSG00000256950.2	659724
RNU7-170P	ENSG00000239082.1	597791
WDR66	ENSG00000158023.9	130489
RP11-87C12.5	ENSG00000255856.2	397776
BCL7A	ENSG00000110987.8	239640
AC156455.1	ENSG00000256546.1	702355
MLXIP	ENSG00000175727.13	683146
LRRC43	ENSG00000158113.12	293107
IL31	ENSG00000204671.1	191079
B3GNT4	ENSG00000176383.8	378708
DIABLO	ENSG00000184047.15	916235
RP11-512M8.5	ENSG00000256861.1	524207
VPS33A	ENSG00000139719.9	102638
RP11-512M8.11	ENSG00000280389.1	791526
CLIP1	ENSG00000130779.19	940497
CCDC150P1	ENSG00000256304.1	185919
RPL21P1	ENSG00000214760.2	590703
CLIP1-AS1	ENSG00000257097.1	141101
ZCCHC8	ENSG00000033030.13	33183
SNORA9	ENSG00000252192.1	479871
RP11-15J22.8	ENSG00000275265.1	638139
RSRC2	ENSG00000111011.17	705613
KNTC1	ENSG00000184445.11	146234
RP11-324E6.8	ENSG00000255972.1	283509
RP11-324E6.10	ENSG00000274191.1	61628
RP11-324E6.6	ENSG00000256249.1	355655
HCAR2	ENSG00000182782.7	363796
HCAR3	ENSG00000255398.2	718646
HCAR1	ENSG00000196917.5	317198
RP11-324E6.4	ENSG00000256044.1	562452
DENR	ENSG00000139726.10	860124
Y_RNA	ENSG00000206914.1	307921
CCDC62	ENSG00000130783.13	548558
HIP1R	ENSG00000130787.13	650187
VPS37B	ENSG00000139722.6	117607
RP11-463O12.3	ENSG00000256152.2	783402
RP11-463O12.5	ENSG00000280138.1	624046
ABCB9	ENSG00000150967.17	476007
OGFOD2	ENSG00000111325.16	363158
RP11-197N18.2	ENSG00000256028.2	997165
ARL6IP4	ENSG00000182196.13	319103
PITPNM2	ENSG00000090975.12	626503
MIR4304	ENSG00000265526.1	594659
RP11-197N18.7	ENSG00000251497.2	731067
RP11-197N18.8	ENSG00000280381.1	917487
MPHOSPH9	ENSG00000051825.14	538351
RP11-546D6.3	ENSG00000280120.1	469900
C12orf65	ENSG00000130921.7	719364
RP11-282O18.3	ENSG00000235423.8	259191
CDK2AP1	ENSG00000111328.6	622105
RP11-282O18.7	ENSG00000269980.1	251673
RNA5SP375	ENSG00000199845.1	431504
SBNO1	ENSG00000139697.11	637297
Y_RNA	ENSG00000207189.1	467291
RP13-942N8.1	ENSG00000256092.2	156773
MIR8072	ENSG00000277700.1	778552
SETD8	ENSG00000183955.12	203023
RILPL2	ENSG00000150977.10	136687
RP11-972P1.8	ENSG00000270445.1	62552
SNRNP35	ENSG00000184209.14	475608
RILPL1	ENSG00000188026.11	452854
RP11-972P1.7	ENSG00000280328.1	640801
RP11-972P1.10	ENSG00000274427.1	675465
RP11-972P1.11	ENSG00000278112.1	170216
MIR3908	ENSG00000266655.1	108900
RP11-486O12.2	ENSG00000247373.3	376848
TMED2	ENSG00000086598.10	75011
DDX55	ENSG00000111364.15	677718
SNORA9	ENSG00000206897.1	971364
EIF2B1	ENSG00000111361.12	61153
GTF2H3	ENSG00000111358.13	97886
RP11-338K17.5	ENSG00000279953.1	902268
RP11-338K17.6	ENSG00000278861.1	790767
TCTN2	ENSG00000168778.11	142693
RP11-338K17.8	ENSG00000255839.1	478019
ATP6V0A2	ENSG00000185344.13	221872
RPL27P12	ENSG00000239215.1	403537
RP11-338K17.10	ENSG00000280300.1	974880
DNAH10	ENSG00000197653.14	981474
CCDC92	ENSG00000119242.8	508427
RP11-380L11.4	ENSG00000270028.1	709743
DNAH10OS	ENSG00000250091.2	937975
RP11-214K3.23	ENSG00000270130.1	999655
RP11-214K3.22	ENSG00000270048.1	799408
RP11-214K3.21	ENSG00000269997.1	301827
RP11-214K3.20	ENSG00000269938.1	742023
RP11-214K3.19	ENSG00000270061.1	717672
RP11-214K3.18	ENSG00000270095.1	357668
ZNF664	ENSG00000179195.15	802236
FAM101A	ENSG00000178882.14	183168
RP11-214K3.25	ENSG00000274874.1	171026
RP11-214K3.5	ENSG00000256827.1	560871
RP11-214K3.24	ENSG00000275389.1	194584
RP11-522N14.2	ENSG00000256596.1	834327
NCOR2	ENSG00000196498.13	694151
MIR6880	ENSG00000275967.1	610354
RP11-408I18.9	ENSG00000255965.1	192493
RP11-83B20.1	ENSG00000214650.2	373148
RP11-83B20.2	ENSG00000279527.1	632933
RP11-83B20.3	ENSG00000279071.1	35865
RP11-83B20.4	ENSG00000280354.1	365281
RP11-83B20.5	ENSG00000279121.1	527156
RP11-83B20.6	ENSG00000279334.1	205168
RP11-83B20.7	ENSG00000280097.1	692432
RP11-83B20.9	ENSG00000278973.1	192311
RP11-83B20.8	ENSG00000280444.1	859943
RP11-83B20.10	ENSG00000279087.1	810086
RP11-13J12.2	ENSG00000279931.1	549433
SCARB1	ENSG00000073060.15	607489
RNU6-927P	ENSG00000252008.1	436499
UBC	ENSG00000150991.14	330169
MIR5188	ENSG00000265345.1	867463
RPL22P19	ENSG00000241129.3	625234
DHX37	ENSG00000150990.7	144740
BRI3BP	ENSG00000184992.10	642615
THRIL	ENSG00000280634.1	46967
RP11-158L12.2	ENSG00000256093.1	814918
AACS	ENSG00000081760.16	393032
RP11-158L12.4	ENSG00000279233.1	775883
RP11-158L12.5	ENSG00000256814.1	105291
RP11-158L12.6	ENSG00000280117.1	738692
TMEM132B	ENSG00000139364.10	717584
RP11-604N13.1	ENSG00000279462.1	579448
RP4-800O15.1	ENSG00000280125.1	313468
RP4-800O15.2	ENSG00000280415.1	839361
RP4-800O15.3	ENSG00000271184.1	705993
LINC00939	ENSG00000249267.6	405688
RP5-916L7.2	ENSG00000256276.1	229574
RP3-446N13.5	ENSG00000275212.1	406890
RP3-446N13.1	ENSG00000256342.1	525417
RP3-446N13.2	ENSG00000280364.1	386804
RP3-446N13.3	ENSG00000280398.1	268467
RP3-446N13.4	ENSG00000280272.1	40316
RP1-116K23.1	ENSG00000256763.1	13887
RP4-765H13.1	ENSG00000255778.1	101736
RP4-809F18.2	ENSG00000257061.1	967825
RP4-809F18.1	ENSG00000255595.1	535950
RP5-944M2.1	ENSG00000256494.1	522452
RP5-944M2.2	ENSG00000256927.1	29172
RP5-944M2.3	ENSG00000214043.7	546551
RP5-944M2.4	ENSG00000256125.1	149364
RP11-407A16.1	ENSG00000255853.1	781140
NDUFA5P6	ENSG00000256310.1	854615
RP11-407A16.3	ENSG00000256732.1	910824
RP11-407A16.8	ENSG00000255900.1	314801
RP11-407A16.4	ENSG00000255944.1	493751
RP11-407A16.6	ENSG00000278866.1	937883
RP11-407A16.5	ENSG00000279171.1	172885
RP11-407A16.7	ENSG00000255998.1	174076
LINC00943	ENSG00000189238.5	284842
LINC00944	ENSG00000256128.5	108834
RP11-983C2.1	ENSG00000255923.1	930152
RP11-983C2.2	ENSG00000249873.6	583740
RP11-983C2.3	ENSG00000256286.1	329127
HSPE1P20	ENSG00000257021.1	165663
RP11-575F12.1	ENSG00000249345.6	519224
RP11-575F12.2	ENSG00000256001.1	643833
RP11-575F12.3	ENSG00000278266.1	384363
AC079949.1	ENSG00000239776.2	969882
RP11-955H22.1	ENSG00000256292.1	190057
RP11-955H22.4	ENSG00000256496.1	10467
RNU1-104P	ENSG00000253089.1	270584
RP11-955H22.3	ENSG00000256362.1	23892
RP11-955H22.2	ENSG00000256502.1	82532
RP11-367G12.1	ENSG00000280024.1	662095
RP11-483I24.1	ENSG00000279952.1	742097
RP11-351O2.1	ENSG00000255945.1	251335
Y_RNA	ENSG00000199584.1	554702
RP11-351O2.2	ENSG00000257035.1	288061
RP11-526P6.1	ENSG00000256022.5	681423
RP11-749H20.1	ENSG00000256922.1	14019
RP11-749H20.2	ENSG00000279475.1	409152
RP11-749H20.3	ENSG00000255757.1	60121
FLJ37505	ENSG00000256597.2	616506
LINC00507	ENSG00000256193.5	221427
LINC00508	ENSG00000256971.1	456828
RP11-349K16.1	ENSG00000256643.1	927460
RP13-653N12.1	ENSG00000256551.1	9508
RP13-653N12.2	ENSG00000256659.1	596282
RP11-417O18.2	ENSG00000276487.1	493831
MIR4419B	ENSG00000265061.1	719795
TMEM132C	ENSG00000181234.9	426013
RP11-417O18.1	ENSG00000279180.1	658427
MIR3612	ENSG00000265635.1	866253
RP11-553N19.1	ENSG00000257025.1	474769
RP11-428I12.1	ENSG00000256630.1	898443
AC107020.1	ENSG00000221749.1	627857
SLC15A4	ENSG00000139370.10	515118
RP11-21K12.2	ENSG00000279500.1	769283
RP11-21K12.3	ENSG00000274695.1	640383
GLT1D1	ENSG00000151948.11	534805
RP11-753B7.2	ENSG00000255838.1	690860
NLRP9P	ENSG00000256581.1	575674
TMEM132D	ENSG00000151952.14	113185
RP11-669N7.2	ENSG00000249196.6	102599
uc_338	ENSG00000277217.1	693719
RP11-669N7.3	ENSG00000256699.1	34124
RP11-206B11.1	ENSG00000280051.1	178865
RP11-337L12.1	ENSG00000256085.1	782599
RP11-174M13.2	ENSG00000256137.1	521557
RP11-572C21.2	ENSG00000280196.1	207673
RP11-572C21.1	ENSG00000251536.2	359260
RP11-474D1.4	ENSG00000261650.1	76147
RP11-474D1.3	ENSG00000214039.8	886661
RP11-474D1.1	ENSG00000256298.1	836910
RP11-474D1.2	ENSG00000256906.1	49012
RP11-143E21.2	ENSG00000279193.1	416476
RP11-143E21.3	ENSG00000276122.1	601488
FZD10-AS1	ENSG00000250208.6	401598
RP11-143E21.4	ENSG00000280405.1	229245
FZD10	ENSG00000111432.4	988876
RP11-143E21.1	ENSG00000242963.1	239078
RP11-143E21.6	ENSG00000259862.1	787362
PIWIL1	ENSG00000125207.7	451409
RP11-200K12.3	ENSG00000279343.1	403716
RP11-200K12.2	ENSG00000279478.1	766337
RIMBP2	ENSG00000060709.13	973611
RP11-117L5.4	ENSG00000256064.1	992301
RP11-117L5.1	ENSG00000279905.1	904128
RP11-117L5.3	ENSG00000279146.1	366041
RP11-662M24.2	ENSG00000256725.1	605322
RP11-662M24.1	ENSG00000256343.7	674093
RP11-989F5.4	ENSG00000279650.1	337202
STX2	ENSG00000111450.13	892477
RP11-989F5.1	ENSG00000256250.1	981986
RP11-989F5.3	ENSG00000256299.1	827925
RNU6-1077P	ENSG00000222438.1	779448
RAN	ENSG00000132341.11	422302
Y_RNA	ENSG00000206850.1	926702
ADGRD1	ENSG00000111452.12	404825
RP11-243M5.5	ENSG00000279940.1	78504
RP11-243M5.4	ENSG00000279976.1	31449
RP11-243M5.2	ENSG00000280200.1	752484
RP11-243M5.1	ENSG00000256204.1	273242
RP11-243M5.3	ENSG00000279581.1	341684
RP11-76C10.6	ENSG00000280002.1	376456
